"ETHNICITY","Ethnic group","YEAR","Year","SEX","Sex","AREA","Area","AGE","Age group",Value,Flags
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1360","Pohangina","2","15-29 years",21,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1360","Pohangina","2","15-29 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1361","Hiwinui","2","15-29 years",18,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1361","Hiwinui","2","15-29 years",30,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1361","Hiwinui","2","15-29 years",36,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1362","Bunnythorpe","2","15-29 years",105,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1362","Bunnythorpe","2","15-29 years",135,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1362","Bunnythorpe","2","15-29 years",123,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1367","Woodville","2","15-29 years",207,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1367","Woodville","2","15-29 years",183,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1367","Woodville","2","15-29 years",219,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1368","Norsewood","2","15-29 years",27,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1368","Norsewood","2","15-29 years",18,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1368","Norsewood","2","15-29 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1369","Dannevirke","2","15-29 years",921,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1369","Dannevirke","2","15-29 years",900,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1369","Dannevirke","2","15-29 years",978,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1370","Pahiatua","2","15-29 years",426,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1370","Pahiatua","2","15-29 years",408,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1370","Pahiatua","2","15-29 years",429,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1375","Foxton Beach","2","15-29 years",204,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1375","Foxton Beach","2","15-29 years",165,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1375","Foxton Beach","2","15-29 years",165,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1376","Waitarere Beach","2","15-29 years",45,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1376","Waitarere Beach","2","15-29 years",54,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1376","Waitarere Beach","2","15-29 years",78,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1377","Foxton","2","15-29 years",456,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1377","Foxton","2","15-29 years",477,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1377","Foxton","2","15-29 years",513,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1378","Hokio Beach","2","15-29 years",27,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1378","Hokio Beach","2","15-29 years",27,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1378","Hokio Beach","2","15-29 years",24,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1379","Waikawa Beach","2","15-29 years",12,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1379","Waikawa Beach","2","15-29 years",9,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1379","Waikawa Beach","2","15-29 years",6,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1384","Tokomaru","2","15-29 years",93,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1384","Tokomaru","2","15-29 years",69,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1384","Tokomaru","2","15-29 years",87,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1385","Manakau","2","15-29 years",42,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1385","Manakau","2","15-29 years",30,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1385","Manakau","2","15-29 years",48,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1386","Mangaore","2","15-29 years",12,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1386","Mangaore","2","15-29 years",12,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1386","Mangaore","2","15-29 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1387","Otaki Beach","2","15-29 years",267,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1387","Otaki Beach","2","15-29 years",210,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1387","Otaki Beach","2","15-29 years",258,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1392","Paekakariki","2","15-29 years",219,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1392","Paekakariki","2","15-29 years",189,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1392","Paekakariki","2","15-29 years",222,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1393","Other rural Kapiti Coast District","2","15-29 years",336,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1393","Other rural Kapiti Coast District","2","15-29 years",393,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1393","Other rural Kapiti Coast District","2","15-29 years",504,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1394","Porirua","2","15-29 years",9633,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1394","Porirua","2","15-29 years",9693,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1394","Porirua","2","15-29 years",10902,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1395","Inlet Porirua City","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1395","Inlet Porirua City","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1395","Inlet Porirua City","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1401","Other rural Wellington City","2","15-29 years",135,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1401","Other rural Wellington City","2","15-29 years",147,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1401","Other rural Wellington City","2","15-29 years",177,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1402","Wellington","2","15-29 years",47781,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1402","Wellington","2","15-29 years",50160,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1402","Wellington","2","15-29 years",54822,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1403","Masterton","2","15-29 years",3069,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1403","Masterton","2","15-29 years",3201,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1403","Masterton","2","15-29 years",3612,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1404","Other rural Masterton District","2","15-29 years",708,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1404","Other rural Masterton District","2","15-29 years",642,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1404","Other rural Masterton District","2","15-29 years",747,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1409","Inland water South Wairarapa District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1409","Inland water South Wairarapa District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1409","Inland water South Wairarapa District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1410","Greytown","2","15-29 years",222,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1410","Greytown","2","15-29 years",243,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1410","Greytown","2","15-29 years",243,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1411","Martinborough","2","15-29 years",153,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1411","Martinborough","2","15-29 years",192,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1411","Martinborough","2","15-29 years",192,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1412","Other rural South Wairarapa District","2","15-29 years",408,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1412","Other rural South Wairarapa District","2","15-29 years",477,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1412","Other rural South Wairarapa District","2","15-29 years",546,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1417","Islands Bay of Plenty Region","2","15-29 years",3,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1417","Islands Bay of Plenty Region","2","15-29 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1417","Islands Bay of Plenty Region","2","15-29 years",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1418","Inlet Hawke's Bay Region","2","15-29 years",12,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1418","Inlet Hawke's Bay Region","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1418","Inlet Hawke's Bay Region","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1419","Inlet Wellington Region","2","15-29 years",3,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1419","Inlet Wellington Region","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1419","Inlet Wellington Region","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","1420","Island Hawke's Bay Region","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","1420","Island Hawke's Bay Region","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","1420","Island Hawke's Bay Region","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2006","Pohara","2","15-29 years",54,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2006","Pohara","2","15-29 years",36,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2006","Pohara","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2007","Marahau","2","15-29 years",42,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2007","Marahau","2","15-29 years",27,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2007","Marahau","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2008","Kaiteriteri","2","15-29 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2008","Kaiteriteri","2","15-29 years",39,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2008","Kaiteriteri","2","15-29 years",51,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2009","Riwaka","2","15-29 years",90,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2009","Riwaka","2","15-29 years",90,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2009","Riwaka","2","15-29 years",120,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2014","Ruby Bay","2","15-29 years",57,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2014","Ruby Bay","2","15-29 years",54,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2014","Ruby Bay","2","15-29 years",69,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2015","Murchison","2","15-29 years",60,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2015","Murchison","2","15-29 years",63,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2015","Murchison","2","15-29 years",63,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2016","Mapua","2","15-29 years",102,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2016","Mapua","2","15-29 years",78,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2016","Mapua","2","15-29 years",99,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2017","Wakefield","2","15-29 years",264,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2017","Wakefield","2","15-29 years",321,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2017","Wakefield","2","15-29 years",345,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2022","St Arnaud","2","15-29 years",15,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2022","St Arnaud","2","15-29 years",6,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2022","St Arnaud","2","15-29 years",15,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2023","Inlets Nelson City","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2023","Inlets Nelson City","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2023","Inlets Nelson City","2","15-29 years",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2024","Nelson","2","15-29 years",7518,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2024","Nelson","2","15-29 years",7251,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2024","Nelson","2","15-29 years",8121,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2025","Other rural Nelson City","2","15-29 years",183,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2025","Other rural Nelson City","2","15-29 years",192,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2025","Other rural Nelson City","2","15-29 years",237,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2026","Okiwi Bay","2","15-29 years",6,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2026","Okiwi Bay","2","15-29 years",6,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2026","Okiwi Bay","2","15-29 years",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2031","Wairau Valley","2","15-29 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2031","Wairau Valley","2","15-29 years",18,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2031","Wairau Valley","2","15-29 years",36,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2032","Ngakuta Bay","2","15-29 years",0,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2032","Ngakuta Bay","2","15-29 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2032","Ngakuta Bay","2","15-29 years",6,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2033","Picton","2","15-29 years",489,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2033","Picton","2","15-29 years",453,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2033","Picton","2","15-29 years",507,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2034","Other rural Marlborough District","2","15-29 years",1149,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2034","Other rural Marlborough District","2","15-29 years",942,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2034","Other rural Marlborough District","2","15-29 years",1065,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2039","Marlborough Ridge","2","15-29 years",3,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2039","Marlborough Ridge","2","15-29 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2039","Marlborough Ridge","2","15-29 years",18,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2040","Rarangi","2","15-29 years",69,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2040","Rarangi","2","15-29 years",51,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2040","Rarangi","2","15-29 years",87,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2041","Grovetown","2","15-29 years",42,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2041","Grovetown","2","15-29 years",39,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2041","Grovetown","2","15-29 years",45,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2042","Blenheim","2","15-29 years",3966,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2042","Blenheim","2","15-29 years",4032,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2042","Blenheim","2","15-29 years",4461,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2047","Kaikoura","2","15-29 years",372,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2047","Kaikoura","2","15-29 years",303,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2047","Kaikoura","2","15-29 years",354,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2048","Karamea","2","15-29 years",45,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2048","Karamea","2","15-29 years",24,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2048","Karamea","2","15-29 years",15,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2049","Inlets Buller District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2049","Inlets Buller District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2049","Inlets Buller District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2050","Carters Beach","2","15-29 years",48,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2050","Carters Beach","2","15-29 years",39,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2050","Carters Beach","2","15-29 years",18,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2051","Westport","2","15-29 years",696,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2051","Westport","2","15-29 years",789,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2051","Westport","2","15-29 years",651,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2056","Reefton","2","15-29 years",129,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2056","Reefton","2","15-29 years",180,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2056","Reefton","2","15-29 years",120,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2057","Runanga","2","15-29 years",183,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2057","Runanga","2","15-29 years",213,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2057","Runanga","2","15-29 years",204,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2058","Greymouth","2","15-29 years",1389,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2058","Greymouth","2","15-29 years",1398,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2058","Greymouth","2","15-29 years",1353,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2059","Blackball","2","15-29 years",36,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2059","Blackball","2","15-29 years",33,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2059","Blackball","2","15-29 years",42,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2064","Inland water Grey District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2064","Inland water Grey District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2064","Inland water Grey District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2065","Gloriavale","2","15-29 years",108,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2065","Gloriavale","2","15-29 years",117,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2065","Gloriavale","2","15-29 years",120,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2066","Haast","2","15-29 years",21,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2066","Haast","2","15-29 years",9,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2066","Haast","2","15-29 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2067","Inlets Westland District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2067","Inlets Westland District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2067","Inlets Westland District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2072","Inland water Westland District","2","15-29 years",,c
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2072","Inland water Westland District","2","15-29 years",,c
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2072","Inland water Westland District","2","15-29 years",,c
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2073","Fox Glacier","2","15-29 years",99,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2073","Fox Glacier","2","15-29 years",75,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2073","Fox Glacier","2","15-29 years",90,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2074","Other rural Westland District","2","15-29 years",555,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2074","Other rural Westland District","2","15-29 years",474,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2074","Other rural Westland District","2","15-29 years",519,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2075","Franz Josef","2","15-29 years",117,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2075","Franz Josef","2","15-29 years",138,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2075","Franz Josef","2","15-29 years",219,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2076","Harihari","2","15-29 years",36,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2076","Harihari","2","15-29 years",30,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2076","Harihari","2","15-29 years",33,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2081","Culverden","2","15-29 years",54,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2081","Culverden","2","15-29 years",57,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2081","Culverden","2","15-29 years",66,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2082","Hawarden","2","15-29 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2082","Hawarden","2","15-29 years",33,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2082","Hawarden","2","15-29 years",27,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2083","Waiau","2","15-29 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2083","Waiau","2","15-29 years",42,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2083","Waiau","2","15-29 years",27,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2084","Waikari","2","15-29 years",30,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2084","Waikari","2","15-29 years",21,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2084","Waikari","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2089","Cheviot","2","15-29 years",45,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2089","Cheviot","2","15-29 years",45,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2089","Cheviot","2","15-29 years",42,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2090","Leithfield Beach","2","15-29 years",51,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2090","Leithfield Beach","2","15-29 years",48,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2090","Leithfield Beach","2","15-29 years",57,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2091","Oxford","2","15-29 years",192,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2091","Oxford","2","15-29 years",231,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2091","Oxford","2","15-29 years",309,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2092","Other rural Waimakariri District","2","15-29 years",1683,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2092","Other rural Waimakariri District","2","15-29 years",2334,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2092","Other rural Waimakariri District","2","15-29 years",2922,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2098","Waikuku Beach","2","15-29 years",123,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2098","Waikuku Beach","2","15-29 years",138,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2098","Waikuku Beach","2","15-29 years",141,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2099","Woodend","2","15-29 years",336,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2099","Woodend","2","15-29 years",426,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2099","Woodend","2","15-29 years",480,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2100","Pegasus","2","15-29 years",6,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2100","Pegasus","2","15-29 years",99,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2100","Pegasus","2","15-29 years",351,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2101","Woodend Beach","2","15-29 years",27,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2101","Woodend Beach","2","15-29 years",39,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2101","Woodend Beach","2","15-29 years",30,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2107","Governors Bay","2","15-29 years",78,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2107","Governors Bay","2","15-29 years",99,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2107","Governors Bay","2","15-29 years",105,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2108","Lyttelton","2","15-29 years",393,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2108","Lyttelton","2","15-29 years",318,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2108","Lyttelton","2","15-29 years",372,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2109","Diamond Harbour","2","15-29 years",99,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2109","Diamond Harbour","2","15-29 years",123,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2109","Diamond Harbour","2","15-29 years",132,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2110","Purau","2","15-29 years",9,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2110","Purau","2","15-29 years",3,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2110","Purau","2","15-29 years",6,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2115","Little River","2","15-29 years",21,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2115","Little River","2","15-29 years",30,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2115","Little River","2","15-29 years",21,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2116","Duvauchelle","2","15-29 years",18,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2116","Duvauchelle","2","15-29 years",21,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2116","Duvauchelle","2","15-29 years",12,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2117","Takamatua","2","15-29 years",6,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2117","Takamatua","2","15-29 years",9,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2117","Takamatua","2","15-29 years",3,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2118","Akaroa","2","15-29 years",63,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2118","Akaroa","2","15-29 years",72,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2118","Akaroa","2","15-29 years",108,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2124","Sheffield and Waddington","2","15-29 years",33,
"9999","Total people - ethnic group","2013","2013","9","Total people - sex","2124","Sheffield and Waddington","2","15-29 years",39,
"9999","Total people - ethnic group","2018","2018","9","Total people - sex","2124","Sheffield and Waddington","2","15-29 years",54,
"9999","Total people - ethnic group","2006","2006","9","Total people - sex","2125","Glentunnel","2","15-29 years",12,
